Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_scaled,Attrition_encoded,Income_per_Year,Tenure_Ratio
35.0,No,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762.0,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7,0.128239413707017,0,360.125,0.4375
38.0,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592.0,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8,-0.8967893840358938,0,185.14285714285714,0.7857142857142857
34.0,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,4,Male,93,3,2,Laboratory Technician,1,Married,5346.0,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7,-0.00627540643842492,1,445.5,0.5833333333333334
37.0,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213.0,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8,-0.372634279574929,1,383.0,0.9090909090909091
39.0,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127.0,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2,-0.4004426318165348,0,515.875,0.25
43.0,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,1,Male,52,3,1,Research Scientist,3,Single,2438.0,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2,-0.9465857357243507,0,304.75,0.375
41.0,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,2,Male,85,4,2,Healthcare Representative,2,Single,6870.0,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2,0.4865144635174729,0,572.5,0.25
41.0,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447.0,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5,1.6431479050084483,0,435.2916666666667,0.9166666666666666
30.0,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667.0,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,1.3909326172357446,0,966.7,0.7
26.0,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,2148.0,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4,-1.0403580863065096,1,306.85714285714283,0.7142857142857143
46.0,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926.0,10842,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7,1.1513280938516761,1,637.5714285714286,0.6428571428571429
40.0,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513.0,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3,0.3710774664215047,0,501.0,0.38461538461538464
34.0,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1,1823,2,Male,92,4,2,Sales Executive,3,Married,6799.0,22128,1,Y,No,21,4,3,80,2,10,5,3,10,8,4,8,0.463556405271496,0,618.0909090909091,0.9090909090909091
35.0,No,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705.0,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,-0.860250502602156,0,386.42857142857144,0.7142857142857143
47.0,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333.0,19271,8,Y,Yes,12,3,3,80,1,28,4,3,22,11,14,10,1.6062856706416684,0,356.3103448275862,0.7586206896551724
40.0,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,1829,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448.0,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7,-0.296646340310076,0,278.0,0.4375
54.0,No,Travel_Rarely,431,Research & Development,7,4,Medical,1,1830,4,Female,68,3,2,Research Scientist,4,Married,6854.0,15696,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7,0.48134081658880207,0,456.93333333333334,0.4666666666666667
31.0,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,68,3,3,Sales Executive,1,Married,9637.0,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2,1.3812320292444868,0,963.7,0.3
28.0,No,Travel_Rarely,1217,Research & Development,1,3,Medical,1,1834,3,Female,67,3,1,Research Scientist,1,Married,4903.5,12719,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2,-0.14935907930947792,0,1225.875,0.75
38.0,No,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,2,Female,77,1,2,Sales Representative,4,Married,5405.0,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3,0.012802416611048814,0,257.3809523809524,0.19047619047619047
26.0,No,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,46,3,2,Sales Executive,4,Single,4684.0,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2,-0.22033504811218105,0,780.6666666666666,0.8333333333333334
18.0,No,Non-Travel,1431,Research & Development,14,3,Medical,1,1839,2,Female,33,3,1,Research Scientist,3,Single,1514.0,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0,-1.2453638458550917,0,1514.0,0.0
31.0,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1842,4,Male,89,4,1,Human Resources,1,Married,2956.0,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,-0.7790889164086321,1,985.3333333333334,0.3333333333333333
29.0,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335.0,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0,-0.9798910878276692,1,467.0,0.4
45.0,No,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,3,Female,67,3,2,Sales Executive,3,Married,5154.0,19665,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7,-0.06835916958247504,0,468.54545454545456,0.7272727272727273
36.0,No,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962.0,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0,0.5162629333573302,0,435.125,0.0625
43.0,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,92,3,2,Sales Executive,4,Married,5675.0,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7,0.10010770853236929,0,709.375,0.875
27.0,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379.0,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2,-0.9656635587738244,0,339.85714285714283,0.7142857142857143
29.0,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812.0,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10,-0.502298805724742,0,317.6666666666667,0.9166666666666666
32.0,No,Travel_Frequently,1318,Sales,10,4,Marketing,1,1853,4,Male,79,3,2,Sales Executive,4,Single,4648.0,26075,8,Y,No,13,3,3,80,0,4,2,4,0,0,0,0,-0.23197575370169046,0,929.6,0.0
42.0,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1,1854,3,Male,38,3,1,Research Scientist,3,Married,2936.0,6161,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3,-0.7855559750694706,0,266.90909090909093,0.5454545454545454
47.0,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,2,Female,64,3,1,Laboratory Technician,3,Single,2105.0,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0,-1.0542622624273126,0,263.125,0.25
46.0,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578.0,19989,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7,1.0388012731530853,0,659.8461538461538,0.6923076923076923
28.0,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1,1858,3,Male,43,3,1,Human Resources,4,Divorced,2706.0,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2,-0.859927149669114,0,676.5,0.75
29.0,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384.0,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6,0.329364938059096,0,532.0,0.5833333333333334
42.0,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,1860,4,Male,81,3,1,Laboratory Technician,3,Single,3968.0,13624,4,Y,No,13,3,4,80,0,8,3,3,0,0,0,0,-0.4518557481702013,0,440.8888888888889,0.0
32.0,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,3,Male,82,2,2,Sales Executive,2,Single,9907.0,26186,7,Y,Yes,12,3,3,80,0,7,3,2,2,2,2,2,1.4685373211658073,1,1238.375,0.25
46.0,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1863,1,Female,45,4,4,Sales Executive,1,Divorced,13225.0,7739,2,Y,No,12,3,4,80,1,25,5,3,19,17,2,8,2.5414223529989233,0,508.65384615384613,0.7307692307692307
27.0,No,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,36,2,2,Sales Representative,3,Married,3540.0,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8,-0.5902508035121463,0,354.0,0.9
29.0,No,Travel_Rarely,352,Human Resources,6,1,Medical,1,1865,4,Male,87,2,1,Human Resources,2,Married,2804.0,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0,-0.8282385622310051,0,1402.0,0.5
29.0,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,4,Male,73,2,1,Research Scientist,4,Single,2439.0,14753,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0,-0.9462623827913087,1,1219.5,0.5
46.0,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,1869,3,Female,64,3,3,Sales Executive,2,Married,7314.0,14011,5,Y,No,21,4,3,80,3,14,2,3,8,7,0,7,0.6300831657880888,1,487.6,0.5333333333333333
27.0,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,1870,4,Female,77,2,1,Research Scientist,1,Married,4774.0,23844,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3,-0.19123328413840757,0,530.4444444444445,0.7777777777777778
39.0,No,Travel_Rarely,835,Research & Development,19,4,Other,1,1871,4,Male,41,3,2,Research Scientist,4,Divorced,3902.0,5141,8,Y,No,14,3,2,80,3,7,2,3,2,2,2,2,-0.4731970417509685,0,487.75,0.25
55.0,No,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1,1873,2,Male,98,2,1,Research Scientist,4,Married,2662.0,7975,8,Y,No,20,4,2,80,1,19,2,4,5,2,0,4,-0.8741546787229588,0,133.1,0.25
28.0,No,Travel_Rarely,1172,Sales,3,3,Medical,1,1875,2,Female,78,3,1,Sales Representative,2,Married,2856.0,3692,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0,-0.8114242097128249,0,1428.0,0.5
30.0,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,89,3,1,Sales Representative,4,Single,1081.0,16019,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0,-1.3853756658622465,1,540.5,0.5
22.0,Yes,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1,1878,4,Male,75,3,1,Research Scientist,2,Single,2472.0,26092,1,Y,Yes,23,4,1,80,0,1,2,3,1,0,0,0,-0.9355917360009252,1,1236.0,0.5
36.0,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,1880,2,Female,63,2,2,Sales Executive,3,Married,5673.0,6060,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7,0.09946100266628544,0,515.7272727272727,0.9090909090909091
31.0,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197.0,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2,-0.37780792650359984,0,381.54545454545456,0.9090909090909091
34.0,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,1882,3,Male,64,3,3,Sales Executive,4,Married,9713.0,24444,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0,1.4058068521556732,0,971.3,0.5
29.0,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,1883,4,Male,59,3,1,Laboratory Technician,1,Single,2062.0,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,-1.0681664385481155,0,171.83333333333334,0.25
37.0,No,Travel_Rarely,783,Research & Development,7,4,Medical,1,1885,4,Male,78,3,2,Research Scientist,1,Married,4284.0,13588,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4,-0.34967622132895215,0,252.0,0.29411764705882354
35.0,No,Travel_Rarely,219,Research & Development,16,2,Other,1,1886,4,Female,44,2,2,Manufacturing Director,2,Married,4788.0,25388,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2,-0.18670634307582057,0,957.6,0.6
45.0,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,2,Female,93,2,2,Manufacturing Director,4,Married,5906.0,23888,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8,0.1748022360650546,0,536.9090909090909,0.8181818181818182
36.0,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single,3886.0,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,-0.47837068867963933,0,353.27272727272725,0.9090909090909091
26.0,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,2,Female,90,2,1,Research Scientist,3,Married,2933.0,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0,-0.7865260338685964,0,1466.5,0.5
27.0,No,Travel_Rarely,511,Sales,2,2,Medical,1,1898,1,Female,89,4,2,Sales Executive,3,Single,6500.0,26997,0,Y,No,14,3,2,80,0,9,5,2,8,7,0,7,0.36687387829195967,0,650.0,0.8
44.0,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1903,2,Male,78,4,2,Healthcare Representative,1,Married,5033.0,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2,-0.10748487448054829,0,457.54545454545456,0.18181818181818182
34.0,Yes,Non-Travel,967,Research & Development,16,4,Technical Degree,1,1905,4,Male,85,1,1,Research Scientist,1,Married,2307.0,14460,1,Y,Yes,23,4,2,80,1,5,2,3,5,2,3,0,-0.9889449699528432,1,384.5,0.8333333333333334
56.0,Yes,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1907,1,Male,97,3,1,Laboratory Technician,4,Single,2587.0,10261,1,Y,No,16,3,4,80,0,5,3,3,4,2,1,0,-0.8984061487011035,1,431.1666666666667,0.6666666666666666
36.0,No,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,3,Male,33,2,2,Sales Executive,2,Married,5507.0,16822,2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3,0.04578441578132544,0,423.61538461538464,0.3076923076923077
41.0,No,Travel_Rarely,337,Sales,8,3,Marketing,1,1909,3,Female,54,3,2,Sales Executive,2,Married,4393.0,26841,5,Y,No,21,4,3,80,1,14,3,3,5,4,1,4,-0.314430751627382,0,292.8666666666667,0.3333333333333333
42.0,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1,1911,3,Male,83,3,3,Research Director,1,Married,13348.0,14842,9,Y,No,13,3,2,80,1,18,3,4,13,7,5,7,2.5811947637630803,0,702.5263157894736,0.6842105263157895
31.0,No,Travel_Rarely,1079,Sales,10,2,Medical,1,1912,3,Female,86,3,2,Sales Executive,4,Divorced,6583.0,20115,2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4,0.3937121717344396,0,731.4444444444445,0.5555555555555556
34.0,No,Travel_Rarely,735,Sales,3,1,Medical,1,1915,4,Female,75,2,2,Sales Executive,4,Married,8103.0,16495,3,Y,Yes,12,3,3,80,0,9,3,2,4,2,0,1,0.8852086299581697,0,810.3,0.4
31.0,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,1916,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978.0,16031,8,Y,No,12,3,2,80,1,4,0,2,2,2,2,2,-0.448622218839782,0,795.6,0.4
26.0,No,Travel_Frequently,1096,Research & Development,6,3,Other,1,1918,3,Male,61,4,1,Laboratory Technician,4,Married,2544.0,7102,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7,-0.9123103248219063,0,282.6666666666667,0.7777777777777778
45.0,No,Travel_Frequently,1297,Research & Development,1,4,Medical,1,1922,2,Male,44,3,2,Healthcare Representative,3,Single,5399.0,14511,4,Y,No,12,3,3,80,0,12,3,3,4,2,0,3,0.010862299012797248,0,415.3076923076923,0.3076923076923077
33.0,No,Travel_Rarely,217,Sales,10,4,Marketing,1,1924,2,Male,43,3,2,Sales Executive,3,Single,5487.0,10410,1,Y,No,14,3,2,80,0,10,2,2,10,4,0,9,0.03931735712048688,0,498.8181818181818,0.9090909090909091
28.0,No,Travel_Frequently,783,Sales,1,2,Life Sciences,1,1927,3,Male,42,2,2,Sales Executive,4,Married,6834.0,19255,1,Y,Yes,12,3,3,80,1,7,2,3,7,7,0,7,0.4748737579279635,0,854.25,0.875
29.0,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,1,1928,3,Male,45,4,1,Sales Representative,1,Single,1091.0,10642,1,Y,No,17,3,4,80,0,1,3,3,1,0,0,0,-1.3821421365318272,1,545.5,0.5
39.0,No,Non-Travel,1251,Sales,21,4,Life Sciences,1,1929,1,Female,32,1,2,Sales Executive,3,Married,5736.0,3987,6,Y,No,19,3,3,80,1,10,1,3,3,2,1,2,0.11983223744792688,0,521.4545454545455,0.2727272727272727
27.0,No,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1,1931,2,Male,41,3,1,Research Scientist,2,Married,2226.0,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2,-1.0151365575292393,0,318.0,0.7142857142857143
34.0,No,Travel_Frequently,735,Research & Development,22,4,Other,1,1932,3,Male,86,2,2,Research Scientist,4,Married,5747.0,26496,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11,0.12338911971138808,0,338.05882352941177,0.8823529411764706
28.0,Yes,Travel_Rarely,1475,Sales,13,2,Marketing,1,1933,4,Female,84,3,2,Sales Executive,3,Single,9854.0,23352,3,Y,Yes,11,3,4,80,0,6,0,3,2,0,2,2,1.4513996157145852,1,1407.7142857142858,0.2857142857142857
47.0,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,1934,3,Male,64,3,2,Research Scientist,2,Married,5467.0,2125,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7,0.03285029845964833,0,321.5882352941176,0.47058823529411764
56.0,No,Travel_Rarely,1443,Sales,11,5,Marketing,1,1935,4,Female,89,2,2,Sales Executive,1,Married,5380.0,20328,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0,0.004718593285000621,0,768.5714285714286,0.0
39.0,No,Travel_Rarely,867,Research & Development,9,2,Medical,1,1936,1,Male,87,3,2,Manufacturing Director,1,Married,5151.0,12315,1,Y,No,25,4,4,80,1,10,3,3,10,0,7,9,-0.06932922838160083,0,468.27272727272725,0.9090909090909091
38.0,No,Travel_Frequently,1394,Research & Development,8,3,Medical,1,1937,4,Female,58,2,2,Research Scientist,2,Divorced,2133.0,18115,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7,-1.0452083803021386,0,101.57142857142857,0.9523809523809523
32.0,Yes,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,1939,1,Female,47,4,1,Research Scientist,3,Single,2432.0,15318,3,Y,Yes,14,3,1,80,0,8,2,3,4,1,0,3,-0.9485258533226022,1,270.22222222222223,0.4444444444444444
38.0,No,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,1,1940,2,Male,71,3,1,Research Scientist,4,Divorced,4771.0,14293,2,Y,No,19,3,4,80,2,10,0,4,5,2,0,3,-0.19220334293753336,0,433.72727272727275,0.45454545454545453
42.0,No,Travel_Rarely,419,Sales,12,4,Marketing,1,1943,2,Male,77,3,2,Sales Executive,4,Divorced,5087.0,2900,3,Y,Yes,12,3,3,80,2,14,4,3,0,0,0,0,-0.0900238160962842,0,339.1333333333333,0.0
27.0,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,1,Female,58,2,1,Human Resources,2,Married,2863.0,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,-0.8091607391815314,1,1431.5,0.5
35.0,No,Travel_Rarely,682,Sales,18,4,Medical,1,1945,2,Male,71,3,2,Sales Executive,1,Married,5561.0,15975,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4,0.06324547416558954,0,794.4285714285714,0.7142857142857143
28.0,No,Non-Travel,1103,Research & Development,16,3,Medical,1,1947,3,Male,49,3,1,Research Scientist,3,Single,2144.0,2122,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4,-1.0416514980386773,0,357.3333333333333,0.8333333333333334
31.0,No,Non-Travel,976,Research & Development,3,2,Medical,1,1948,3,Male,48,3,1,Research Scientist,1,Divorced,3065.0,3995,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3,-0.743843446707062,0,613.0,0.8
36.0,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,1,Male,66,4,1,Laboratory Technician,2,Married,2810.0,9238,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2,-0.8262984446327536,0,468.3333333333333,0.8333333333333334
34.0,No,Travel_Rarely,937,Sales,1,3,Marketing,1,1950,1,Male,32,3,3,Sales Executive,4,Single,9888.0,6770,1,Y,No,21,4,1,80,0,14,3,2,14,8,2,1,1.4623936154380106,0,659.2,0.9333333333333333
34.0,No,Travel_Rarely,1239,Sales,13,4,Medical,1,1951,4,Male,39,3,3,Sales Executive,3,Divorced,8628.0,22914,1,Y,No,18,3,3,80,1,9,2,2,8,7,1,1,1.0549689198051817,0,862.8,0.8
26.0,No,Travel_Rarely,157,Research & Development,1,3,Medical,1,1952,3,Male,95,3,1,Laboratory Technician,1,Single,2867.0,20006,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6,-0.8078673274493636,0,318.55555555555554,0.7777777777777778
29.0,No,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,1954,1,Male,89,3,2,Healthcare Representative,1,Married,5373.0,6225,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2,0.0024551227537071276,0,767.5714285714286,0.7142857142857143
32.0,No,Non-Travel,1146,Research & Development,15,4,Medical,1,1955,3,Female,34,3,2,Healthcare Representative,4,Divorced,6667.0,16542,5,Y,No,18,3,2,80,1,9,6,3,5,1,1,2,0.42087381810996155,0,666.7,0.5
31.0,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,1956,4,Male,48,1,2,Research Scientist,1,Married,5003.0,5771,1,Y,No,21,4,2,80,0,10,6,3,10,8,8,7,-0.11718546247180613,0,454.8181818181818,0.9090909090909091
28.0,Yes,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,1,1960,3,Male,32,2,1,Laboratory Technician,4,Divorced,2367.0,18779,5,Y,No,12,3,1,80,1,6,2,2,4,1,0,3,-0.9695437939703275,1,338.14285714285717,0.5714285714285714
38.0,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,1961,1,Male,59,2,1,Sales Representative,1,Single,2858.0,11473,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0,-0.8107775038467411,0,136.0952380952381,0.047619047619047616
35.0,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,3,Female,55,3,2,Sales Executive,4,Married,5204.0,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9,-0.05219152293037865,0,473.09090909090907,0.9090909090909091
27.0,No,Travel_Rarely,954,Sales,9,3,Marketing,1,1965,4,Male,44,3,2,Sales Executive,4,Single,4105.0,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7,-0.4075563963434572,0,513.125,0.875
32.0,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1,1966,4,Male,56,2,2,Manufacturing Director,4,Single,9679.0,10138,8,Y,No,24,4,2,80,0,8,1,3,1,0,0,0,1.3948128524322478,0,1075.4444444444443,0.1111111111111111
31.0,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,63,3,2,Sales Executive,4,Married,5617.0,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,0.08135323841593749,1,510.6363636363636,0.9090909090909091
53.0,Yes,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,1968,1,Male,66,3,3,Sales Executive,1,Single,10448.0,5843,6,Y,Yes,13,3,2,80,0,15,2,2,2,2,2,2,1.64347125794149,1,653.0,0.125
54.0,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,1969,1,Female,67,3,2,Research Scientist,3,Married,2897.0,22474,3,Y,No,11,3,3,80,2,9,6,2,4,3,2,3,-0.7981667394581058,0,289.7,0.4
33.0,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,1970,4,Male,36,3,2,Healthcare Representative,3,Divorced,5968.0,18079,1,Y,No,20,4,3,80,3,9,2,3,9,7,2,8,0.19485011791365411,0,596.8,0.9
43.0,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1971,1,Male,30,3,3,Healthcare Representative,3,Married,7510.0,16873,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9,0.6934603406643066,0,682.7272727272727,0.9090909090909091
38.0,No,Travel_Frequently,1444,Human Resources,1,4,Other,1,1972,4,Male,88,3,1,Human Resources,2,Married,2991.0,5224,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2,-0.7677715637521646,0,373.875,0.75
31.0,No,Travel_Rarely,1276,Research & Development,2,1,Medical,1,1974,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129.0,17536,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0,-1.369854725076234,0,564.5,0.5
39.0,No,Travel_Rarely,119,Sales,15,4,Marketing,1,1975,2,Male,77,3,4,Sales Executive,1,Single,13341.0,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10,2.578931293231787,0,606.4090909090909,0.9090909090909091
42.0,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1,1976,4,Male,37,2,2,Research Scientist,3,Single,4332.0,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7,-0.3341552805429396,0,206.28571428571428,0.9523809523809523
31.0,No,Non-Travel,697,Research & Development,10,3,Medical,1,1979,3,Female,40,3,3,Research Director,3,Married,11031.0,26862,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8,1.831986017904934,0,787.9285714285714,0.7857142857142857
